LDGS_NM,CTPRVN_NM,GUGUN_NM,CFR_LDGS_LIST_CN,ONE_QUARTER_AVRG_PRC,TWO_QUARTER_AVRG_PRC,GSRM_CO,PRKPLCE_EXST_AT,RSTRNT_EXST_AT,BAR_AT,CAFE_HOLD_AT,FITNES_CNTER_AT,OUTDOOR_POOL_AT,SPA_AT,SAUNA_AT,BNQTHL_AT,BSINES_CNTER_AT,BEACH_AT
히든베이 호텔,전라,여수시,없음,241209,256970,131,Y,Y,Y,Y,Y,Y,N,Y,Y,N,N
여수 유탑 마리나 호텔 리조트,전라,여수시,"소노캄 여수, 여수 베네치아 호텔&리조트, 호텔마띠유여수, H·S관광호텔, 신라스테이 여수",192076,217165,389,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
여수 베네치아 호텔&리조트,전라,여수시,"소노캄 여수, 여수 유탑 마리나 호텔 리조트, 호텔마띠유여수, H·S관광호텔, 신라스테이 여수",219323,239100,343,Y,Y,N,Y,Y,Y,N,N,Y,Y,N
여수 라마다프라자 호텔,전라,여수시,"오션힐 호텔 여수, 라마다 바이 윈덤 대전, 어반스테이 여수오션힐",136939,175765,427,Y,Y,Y,Y,Y,Y,N,N,Y,N,N
호텔 토마스 명동,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 포시즌스 호텔 서울, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 호텔 스카이파크3, 호텔마누, 프레이저플레이스남대문, 이비스 스타일 앰배서더 서울 명동, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 레스케이프 호텔, 밀리오레 서울 명동, 라마다호텔앤스위트서울남대문, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 라인 호텔 명동, 이코노미 프리미어 명동",112986,166289,123,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
트레블로지 명동 시티홀 호텔,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 포시즌스 호텔 서울, 호텔 토마스 명동, 호텔 미드시티 명동, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 호텔 스카이파크3, 호텔마누, 프레이저플레이스남대문, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 레스케이프 호텔, 밀리오레 서울 명동, 라마다호텔앤스위트서울남대문, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 라인 호텔 명동, 이코노미 프리미어 명동",133308,202533,129,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
호텔 미드시티 명동,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 포시즌스 호텔 서울, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 나인트리 호텔 명동, 호텔 그레이스리 서울, 뉴국제 호텔, 센터마크호텔, 신라스테이광화문, 호텔쿠레타케소, 나인트리프리미어호텔인사동, 목시 서울 인사동 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 호텔 스카이파크3, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 레스케이프 호텔, 밀리오레 서울 명동, ena 스위트 호텔 남대문, 헨나호텔 서울명동, 종로 pop2, 종로 호텔팝 리즈 프리미어, 종로 pop3, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 라인 호텔 명동, 이코노미 프리미어 명동",134529,188660,140,N,N,Y,N,Y,N,N,N,Y,Y,N
나인트리 호텔 명동,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 호텔 그레이스리 서울, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 호텔 PJ, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 이비스 앰배서더 명동, 호텔 스카이파크3, 스타즈호텔 명동2호점, 오리엔스 호텔 앤 레지던스, 이비스 스타일 앰배서더 서울 명동, 트레블로지 명동 을지로 호텔, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 나인트리 프리미어호텔 명동2, 디어스명동, 레스케이프 호텔, 밀리오레 서울 명동, 헨나호텔 서울명동, 포포인츠 바이 쉐라톤 조선 서울 명동, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 부티끄호텔 영인, 어반스테이 명동, 라인 호텔 명동, 이코노미 프리미어 명동",145442,219429,144,N,Y,Y,N,N,N,N,N,Y,N,N
호텔 그레이스리 서울,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 나인트리 호텔 명동, 뉴국제 호텔, 메트로호텔, 프레지던트호텔, 서울프린스호텔, 뉴서울호텔, 세종호텔, 퍼시픽호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 호텔 스카이파크3, 호텔마누, 프레이저플레이스남대문, 호텔 크레토, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, L7명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 레스케이프 호텔, 밀리오레 서울 명동, 라마다호텔앤스위트서울남대문, ena 스위트 호텔 남대문, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, L7 명동, 호텔28 명동, 라인 호텔 명동, 이코노미 프리미어 명동",151779,214577,336,Y,Y,Y,Y,N,N,N,N,Y,Y,N
뉴국제 호텔,서울,중구,"롯데 호텔 서울, 웨스틴 조선호텔 서울, 더 플라자 서울 오토그래프 컬렉션, 포시즌스 호텔 서울, 호텔 토마스 명동, 트레블로지 명동 시티홀 호텔, 호텔 미드시티 명동, 호텔 그레이스리 서울, 센터마크호텔, 신라스테이광화문, 호텔쿠레타케소, 나인트리프리미어호텔인사동, 메트로호텔, 프레지던트호텔, 뉴서울호텔, 로얄호텔서울, 코리아나호텔, 이비스 앰배서더 명동, 프레이저플레이스남대문, 24게스트하우스 명동타운점, 솔라리아 니시테츠 호텔 서울 명동, 호텔 스카이파크 센트럴 명동점, 크라운파크 호텔, 소테츠호텔즈 더 스프라지르 서울 명동, 롯데시티호텔명동, 호텔스카이파크명동Ⅱ, 알로프트서울명동호텔, 레스케이프 호텔, 밀리오레 서울 명동, ena 스위트 호텔 남대문, 스탠포드 호텔 명동, 호텔 스카이파크 명동 1호점, 사보이호텔, moxy 명동, 호텔28 명동, 라인 호텔 명동, 이코노미 프리미어 명동",112985,397450,142,N,N,N,Y,N,N,N,Y,N,Y,N
호텔다움,경상,중구,없음,98370,106935,68,Y,Y,N,Y,N,N,N,N,Y,Y,N
롯데호텔 울산,경상,남구,"울산 시티 호텔, 롯데시티호텔 울산, 신라스테이 울산, H호텔, 토요코인 울산삼산동, 롯데시티호텔 울산, 스타즈 호텔 울산",214157,233888,200,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
울산 시티 호텔,경상,남구,"롯데호텔 울산, 롯데시티호텔 울산, 신라스테이 울산, H호텔, 토요코인 울산삼산동, 롯데시티호텔 울산, 롯데호텔 울산",94430,107109,90,Y,Y,N,Y,N,N,N,N,Y,Y,N
롯데시티호텔 울산,경상,남구,"롯데호텔 울산, 울산 시티 호텔, 신라스테이 울산, 롯데호텔 울산",112669,113252,350,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
신라스테이 울산,경상,남구,"롯데호텔 울산, 울산 시티 호텔, 롯데시티호텔 울산, 롯데시티호텔 울산, 롯데호텔 울산",102187,107621,335,Y,Y,Y,Y,Y,N,N,N,Y,Y,N
판도라 호텔,경상,남구,"H호텔, 여우비 관광호텔, 토요코인 울산삼산동, 울산 삼산 브라운도트 울산삼산점, 스타즈 호텔 울산",99195,102656,70,Y,N,N,N,N,N,N,N,N,N,N
H호텔,경상,남구,"롯데호텔 울산, 울산 시티 호텔, 판도라 호텔, 여우비 관광호텔, 토요코인 울산삼산동, 울산 삼산 브라운도트 울산삼산점, 스타즈 호텔 울산, 롯데호텔 울산",76048,75273,44,Y,Y,N,Y,N,N,Y,Y,N,N,N
여우비 관광호텔,경상,남구,"판도라 호텔, H호텔, 토요코인 울산삼산동, 울산 삼산 브라운도트 울산삼산점, 스타즈 호텔 울산",83761,88001,105,Y,Y,Y,Y,N,N,N,N,Y,Y,N
토요코인 울산삼산동,경상,남구,"롯데호텔 울산, 울산 시티 호텔, 판도라 호텔, H호텔, 여우비 관광호텔, 울산 삼산 브라운도트 울산삼산점, 스타즈 호텔 울산, 롯데호텔 울산",63773,70374,281,Y,N,Y,N,N,N,N,N,N,Y,N
에쉬튼(ASHTON) 호텔,경상,남구,없음,85102,81143,55,Y,Y,Y,Y,N,Y,Y,Y,Y,Y,N
그랜드플라자청주호텔,충청,청주시,없음,159625,167675,328,Y,Y,Y,Y,N,N,N,N,Y,Y,N
세종스파텔,충청,청주시,없음,50000,50000,60,Y,Y,Y,Y,N,N,Y,Y,Y,N,N
관광호텔 뮤제오,충청,청주시,없음,141782,141060,59,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
수안보 파크관광호텔,충청,충주시,없음,121747,124619,110,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,N
THE조선호텔 수안보,충청,충주시,없음,111424,117553,103,Y,Y,Y,Y,N,Y,Y,Y,N,N,N
리버호텔,충청,충주시,없음,85097,88222,65,Y,N,N,N,N,N,N,N,N,N,N
청풍레이크호텔,충청,제천시,없음,95208,115677,230,Y,Y,Y,Y,N,N,N,N,Y,N,N
레이크힐스호텔속리산,충청,보은군,없음,91989,92069,132,Y,Y,Y,Y,N,N,N,N,Y,Y,N
거성호텔,충청,음성군,없음,121828,126321,65,Y,Y,Y,Y,N,N,N,N,Y,Y,N
단양관광호텔,충청,단양군,없음,89912,91217,70,Y,Y,N,Y,N,N,N,N,Y,Y,N
아르반시티 호텔,부산,연제구,부산시티호텔,91609,97413,137,Y,N,Y,Y,Y,N,N,N,Y,Y,N
호텔아쿠아펠리스,부산,수영구,"호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 호텔 마레, 광안리 투헤븐, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",127681,152940,112,Y,Y,Y,Y,Y,N,Y,Y,N,Y,Y
유토피아관광호텔,부산,수영구,없음,75788,76794,43,Y,N,N,N,N,N,N,N,N,N,N
호메르스 호텔,부산,수영구,"호텔아쿠아펠리스, H-AVENUE 광안리점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 호텔 마레, 광안리 투헤븐, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",172043,192924,152,Y,Y,N,Y,N,N,N,N,N,Y,Y
H-AVENUE 광안리점,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",156435,177828,29,Y,Y,Y,N,N,N,N,N,N,Y,Y
호텔런더너 광안점,부산,수영구,"호텔아쿠아펠리스, H-AVENUE 광안리점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",103588,126649,44,Y,N,Y,Y,N,N,N,N,Y,Y,Y
베스트 루이스 해밀턴 호텔 광안점,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",111129,120377,50,Y,N,Y,Y,N,N,N,N,Y,Y,Y
더포인트호텔 광안리점,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 브라운도트호텔 수영점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",143684,173830,45,Y,Y,Y,Y,N,N,N,N,N,Y,Y
브라운도트호텔 수영점,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 오션투헤븐, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",64886,70446,0,Y,N,N,N,N,N,N,N,N,N,N
오션투헤븐,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션스테이호텔, 켄트호텔 광안리 바이 켄싱턴, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",135532,159700,70,Y,N,Y,Y,N,N,N,N,N,Y,Y
오션스테이호텔,부산,수영구,"호텔아쿠아펠리스, 호메르스 호텔, H-AVENUE 광안리점, 호텔런더너 광안점, 베스트 루이스 해밀턴 호텔 광안점, 더포인트호텔 광안리점, 브라운도트호텔 수영점, 오션투헤븐, 켄트호텔 광안리 바이 켄싱턴, 부산 광안리 브라운도트 광안리해수욕장점, 부산 광안리 스튜디오202, 에이치에비뉴 광안리해변점, 그레이 193 호텔, 호텔 프리마베라 부산(in busan), 디 옴므 호텔(DeHomme Hotel)",121152,148562,14,Y,Y,Y,Y,N,N,N,N,N,Y,Y
베이하운드호텔,부산,영도구,"스탠포드 인 부산, 라발스 호텔 부산, 부산관광호텔, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 커넥트 부산 호텔, 센트럴파크 호텔 부산, 남포 스테이웰 호텔, 호텔 아델라, 그리핀베이, 어반스테이 부티크 521",95194,107446,69,Y,Y,Y,Y,N,N,N,N,Y,Y,N
이데아(IDEA)관광호텔,부산,남구,부산 대연동 호텔 스미스,64593,69737,52,Y,Y,N,Y,N,N,N,N,Y,Y,N
부산비치관광호텔,부산,서구,없음,86311,90534,40,Y,Y,Y,Y,N,N,N,N,N,Y,Y
동부산관광호텔,부산,기장군,없음,89644,87331,61,Y,Y,Y,Y,N,Y,N,N,N,N,N
하운드호텔 기장일광점,부산,기장군,없음,95978,101259,55,Y,N,N,N,N,Y,N,N,N,N,Y
브라운도트 호텔 정관,부산,기장군,없음,69916,82218,41,Y,N,N,Y,N,N,N,N,N,N,N
브라운도트호텔 덕천점,부산,북구,없음,70998,75282,47,Y,N,Y,N,N,N,N,N,N,Y,N
호텔파라곤,부산,사상구,"부산 사상 소르젠떼 비지니스 호텔, 부산 사상 호텔 더반, 부산 사상 잠 101 호텔",89906,91039,132,Y,Y,Y,Y,N,N,N,N,Y,Y,N
부산관광호텔,부산,중구,"스탠포드 인 부산, 크라운 하버호텔 부산, 라발스 호텔 부산, 베이하운드호텔, 토요코인부산역Ⅱ, 브로시스 호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 지앤비 호텔, 호텔 아벤트리 부산, 코모도호텔 부산, 남포 오션투헤븐 호텔 스파, 커넥트 부산 호텔, 하운드 호텔 프리미어 남포, 센트럴파크 호텔 부산, 더하운드호텔, 남포 스테이웰 호텔, 호텔 아델라, 그리핀베이, 어반스테이 부티크 521",76035,79389,275,Y,Y,Y,Y,N,N,N,N,Y,Y,N
토요코인부산역Ⅱ,부산,중구,"크라운 하버호텔 부산, 라마다 앙코르 바이 윈덤 부산역, 부산관광호텔, 광장관광호텔, 토요코인 부산역1, 타워힐 호텔, 코모도호텔 부산, 아스티호텔 부산역, 커넥트 부산 호텔, 노떼 라 미아, 센트럴파크 호텔 부산, 더하운드호텔, 부산역 호텔 아몬드",67979,71976,442,Y,N,Y,N,N,N,N,N,Y,Y,N
브로시스 호텔,부산,중구,"스탠포드 인 부산, 라발스 호텔 부산, 베이하운드호텔, 부산관광호텔, 타워힐 호텔, 호텔 포레 프리미어 남포, 지앤비 호텔, 호텔 아벤트리 부산, 남포 오션투헤븐 호텔 스파, 커넥트 부산 호텔, 하운드 호텔 프리미어 남포, 센트럴파크 호텔 부산, 더하운드호텔, 남포 스테이웰 호텔, 호텔 아델라, 그리핀베이, 어반스테이 부티크 521",80725,86578,48,Y,N,N,Y,N,N,N,N,N,N,N
브라운도트관광호텔 하단,부산,사하구,레이어스호텔,72973,83730,51,Y,N,N,N,N,N,N,N,N,Y,N
레이어스호텔,부산,사하구,브라운도트관광호텔 하단,101805,113478,350,Y,Y,N,Y,N,N,N,Y,Y,Y,N
리베로호텔 (구 호텔리베라해운대),부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 제이비디자인호텔, 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 미포오션사이드호텔, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",80356,84961,91,Y,Y,Y,Y,N,N,N,N,Y,Y,Y
제이비디자인호텔,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 토요코인부산해운대2, 호텔롯데 시그니엘 부산, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",90112,108901,80,Y,Y,N,Y,N,N,N,N,Y,Y,Y
올라호텔,부산,해운대구,"호텔 라온, 하운드호텔 송정",93743,108874,42,Y,N,Y,Y,N,N,Y,Y,Y,Y,Y
파크하얏트부산,부산,해운대구,없음,563172,613249,269,Y,Y,Y,Y,Y,N,Y,Y,Y,Y,N
토요코인부산해운대2,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 버젯 앰배서더 부산 해운대, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 라마다 앙코르 해운대, 베스트 루이스 해밀턴 해운대, 해운대 더반호텔 스마트, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 광수 호텔, 하운드가든&테라스호텔, 해운대 베이몬드 호텔, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔, 캔버스 호스텔",86420,107663,510,N,Y,Y,N,N,N,N,N,Y,N,Y
선트리호텔,부산,해운대구,없음,130334,134905,32,Y,N,N,N,N,N,N,N,N,N,Y
호텔롯데 시그니엘 부산,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 이비스 앰배서더 부산 해운대, 펠릭스 바이 STX 호텔 & 스위트, 신라스테이 해운대, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 제이비디자인호텔, 미포오션사이드호텔, 그랜드 엘시티 레지던스, 엘시티 레지던스, 라마다 앙코르 해운대, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 코오롱 씨클라우드 (호텔), 신라스테이 해운대 (호텔), 라마다 앙코르 해운대 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔",514453,573921,260,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y,Y
미포오션사이드호텔,부산,해운대구,"베니키아 호텔 해운대, 베스트웨스턴 해운대 호텔, 페어필드 바이 메리어트 부산, 코오롱 씨클라우드 호텔, 리베로호텔 (구 호텔리베라해운대), 호텔롯데 시그니엘 부산, 그랜드 엘시티 레지던스, 엘시티 레지던스, 엘리시아 호텔, 해운대 썬클라우드 호텔, 해운대 영무파라드호텔, 그랜드 조선 부산, 엘시티 레지던스 와이컬렉션, 유에이치스위트해운대, 코오롱 씨클라우드 (호텔), 해운대 씨클라우드 호텔 앤 레지던스, 해운대 썬클라우드 호텔",127784,173738,28,Y,Y,Y,Y,N,N,N,N,Y,Y,Y
광장관광호텔,부산,동구,"라마다 앙코르 바이 윈덤 부산역, 토요코인부산역Ⅱ, 토요코인 부산역1, 코모도호텔 부산, 호텔포레 더 스파, 아스티호텔 부산역, 하운드 호텔 부산역, 노떼 라 미아, 부산역 호텔 아몬드, 르 컬렉티브 부산역",61113,61654,56,Y,Y,N,Y,N,N,Y,Y,Y,Y,N
